"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",https://siernashik.org.in/,,
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",https://www.avcoe.org/,,
"Anantrao Pawar College of Engineering & Research, Pune",https://abmspcoerpune.org/,,
"Anjuman College of Engineering & Technology, Nagpur",http://anjumanengg.edu.in/,,
"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",https://aiktc.ac.in/,,
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",https://www.mhssce.ac.in/,,
"Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology, Nagpur",https://ghrcemn.raisoni.net/,,
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",https://ghrce.raisoni.net/,,
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",https://www.adcet.ac.in/,,
"Atharva College of Engineering,Malad(West),Mumbai",https://atharvacoe.ac.in/,,
"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",https://aurangabadengg.in/,,
"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",http://www.brharnetc.edu.in/campus.php,,
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",https://www.viit.ac.in/,,
"Bajaj Institute of Technology, Wardha",https://bitwardha.ac.in/,,
"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",https://www.vit.edu/,,
"Bapurao Deshmukh College of Engineering, Sevagram",https://wardha.gov.in/en/public-utility/bapurao-deshmukh-college-of-engineeringsevagram/,,
"Bhagwant Institute of Technology, Barshi",https://bitbarshi.edu.in/,,
"Bharat College of Engineering, Kanhor, Badlapur(W)",https://www.bharatenggcollege.com/,,
"Bharati Vidyapeeth College of Engineering, Navi Mumbai",https://apply.bharatividyapeeth.edu/btech/?utm_source=unipro&utm_medium=Search&utm_campaign=Unipro-BVP-B.Tech-Brand-Search-MH-060325&utm_matchtype=b&utm_network=g&utm_keyword=bharati%20vidyapeeth%20engineering%20entrance%20exam&utm_device=c&gad_source=1&gad_campaignid=16573154859&gbraid=0AAAAAocMDVgMM6i-NV5-CBvNj0ryz0bPp&gclid=CjwKCAjwravBBhBjEiwAIr30VKEs7EQWtivZuCFzVMii-spp9wvhaklvWP2Z-c2mMsxqrdmvC2pjNRoCKI8QAvD_BwE,,
"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",https://apply.bharatividyapeeth.edu/common/?utm_source=unipro&utm_medium=Search&utm_campaign=Unipro_BVP_Brand_Search_Phrase_Pune_060325&utm_matchtype=b&utm_network=g&utm_keyword=bharati%20vidyapeeth&utm_device=c&gad_source=1&gad_campaignid=21028342048&gbraid=0AAAAAocMDVj1paEtfCNCFh9wM-qriLDtZ&gclid=CjwKCAjwravBBhBjEiwAIr30VCaLYNr8B3y0kPaMe5Bc3AECVLw4Pt0VXBFyeSLurP2swgSKBM4NBxoCZxsQAvD_BwE,,
"Bharati Vidyapeeth's College of Engineering, Kolhapur",https://coekolhapur.bharatividyapeeth.edu/,,
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",https://bvcoe.bharatividyapeeth.edu/,,
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",https://www.spit.ac.in/,,
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",https://www.engineering.brahmavalley.com/,,
COEP Technological University,https://www.coeptech.ac.in/,,
"CSMSS Chh. Shahu College of Engineering, Aurangabad",https://csmssengg.org/,,
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",https://csmu.ac.in/admissions_open_2025/?utm_campaign=GO100_CT1_Zone1&utm_source=gladowl&utm_medium=Media1&utm_content=741920004662&utm_term=p_chhatrapati%20shivaji%20maharaj%20institute%20of%20technology%20panvel&adgroupid=177932248038&gad_source=1&gad_campaignid=22371972465&gbraid=0AAAAA_J2RVsbrfWpQIt9wSyjsmzrE_Gb0&gclid=CjwKCAjwravBBhBjEiwAIr30VO97Bkhs1ijgr_Oe-ztkV8XDGoJF9P6GAR4bZWSFxfqHm0F1kS1iOhoCjDcQAvD_BwE,,
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",https://www.nmkcj.org.in/,,
"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal. Hingna Hingna Nagpur",https://cumminscollege.edu.in/,,
"D.Y. Patil College of Engineering and Technology, Kolhapur",https://adypu.edu.in/lp/btech-25-26/?utm_source=unipro&utm_medium=Google_Search&utm_campaign=Unipro_ADYPU_Btech_Brand_Search_MH_050224&utm_adgroup=182966605828&utm_location=9146069&utm_keyword=d%20y%20patil%20college%20of%20engineering%20and%20technology%20kolhapur&utm_device=c&utm_devicemodel=&utm_placement=&utm_adpostion=&utm_target=&utm_network=g&utm_creative=731781455209&gad_source=1&gad_campaignid=22201943911&gbraid=0AAAAAq5qyQWooioO-qKLujA-Hc6DYyf0l&gclid=CjwKCAjwravBBhBjEiwAIr30VPp_dPbIrryb9t2Wb7UYUaSy3terXSzklTdgIpTOPWsaVvM-ZykI9xoCab4QAvD_BwE,,
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",https://adypu.edu.in/lp/btech-25-26/?utm_source=unipro&utm_medium=Google_Search&utm_campaign=Unipro_ADYPU_Btech_Brand_Search_MH_050224&utm_adgroup=182966605828&utm_location=9146069&utm_keyword=d%20y%20patil%20college%20of%20engineering%20and%20technology%20kolhapur&utm_device=c&utm_devicemodel=&utm_placement=&utm_adpostion=&utm_target=&utm_network=g&utm_creative=733848666361&gad_source=1&gad_campaignid=22201943911&gbraid=0AAAAAq5qyQWooioO-qKLujA-Hc6DYyf0l&gclid=CjwKCAjwravBBhBjEiwAIr30VGkMtHfrGtpH1s3cCBP8tAVqy1kwGwTfqCP49oCglGxVDeFNXsjOrRoCY1AQAvD_BwE,,
"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",https://www.dkte.ac.in/,,
"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",https://dattakala.edu.in/,,
"Deogiri Institute of Engineering and Management Studies, Aurangabad",https://www.dietms.org/,,
"Department of Technology, Shivaji University, Kolhapur",https://apps.unishivaji.ac.in/,,
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",https://dpcoepune.edu.in/,,
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai",https://driems.in/,,
"Dnyanshree Institute Engineering and Technology, Satara",https://www.dnyanshree.edu.in/,,
"Don Bosco Institute of Technology, Mumbai",https://www.dbit.in/,,
"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur",https://www.adshindecoe.edu.in/,,
"Dr. Ashok Gujar Technical Institute's Dr. Daulatrao Aher College of Engineering, Karad",http://dacoe.ac.in/,,
"Dr. Babasaheb Ambedkar Technological University, Lonere",https://dbatu.ac.in/,,
"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur",https://coes.dypgroup.edu.in/,,
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",https://adypu.edu.in/lp/btech-25-26/?utm_source=unipro&utm_medium=Google_Search&utm_campaign=Unipro_ADYPU_Btech_Brand_Search_MH_050224&utm_adgroup=182966605828&utm_location=9146069&utm_keyword=dy%20patil%20pratishthan%20college%20of%20engineering%20pune&utm_device=c&utm_devicemodel=&utm_placement=&utm_adpostion=&utm_target=&utm_network=g&utm_creative=731781455209&gad_source=1&gad_campaignid=22201943911&gbraid=0AAAAAq5qyQWooioO-qKLujA-Hc6DYyf0l&gclid=CjwKCAjwravBBhBjEiwAIr30VD6vYojzbhTZTJwFID9Z2rTuMeKiaood6ey-kiaN2SuSfp__hVHYqxoCRxQQAvD_BwE,,
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",https://www.dypatilonline.com/onlinemba/pune/?utm_source=unipro&utm_medium=Brand&utm_campaign=Brand_Pune&utm_matchtype=e&utm_network=g&utm_keyword=dr%20dy%20patil%20pimpri%20pune&utm_device=c&gad_source=1&gad_campaignid=21998450107&gbraid=0AAAAAC5SstdOiNNRYZ2vDPb77ijgwJBaD&gclid=CjwKCAjwravBBhBjEiwAIr30VEM3ombTaj6bGkrFQvlBmW46lQBo0f6qrRIXnFqFGao6YOSpD7NtIxoCDrkQAvD_BwE,,
"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune",https://dypatiltcs.com/,,
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",https://www.dypatilonline.com/onlinemba/pune/?utm_source=unipro&utm_medium=Brand&utm_campaign=Brand_Pune&utm_matchtype=p&utm_network=g&utm_keyword=dr%20dy%20patil%20akurdi%20pune&utm_device=c&gad_source=1&gad_campaignid=21998450107&gbraid=0AAAAAC5SstdOiNNRYZ2vDPb77ijgwJBaD&gclid=CjwKCAjwravBBhBjEiwAIr30VDxbtFsnFKWmgq98YinwICihZoRzaO20e26oII7lfq7eRIrHTczyMxoCWCAQAvD_BwE,,
"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",https://www.jjmcoe.ac.in/,,
Dr. V.K. Patil College of Engineering & Technology,https://enggnagar.com/,,
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",https://enggnagar.com/,,
"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",https://www.dypcoei.edu.in/,,
"Dr.Rajendra Gode Institute of Technology & Research, Amravati",https://www.drgitr.com/,,
"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",https://rsce.ac.in/,,
"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",https://www.eescoet.org/,,
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",http://kccemsr.edu.in/,,
"Fabtech Technical Campus College of Engineering and Research, Sangola",https://www.ftccoe.ac.in/,,
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",https://frcrce.ac.in/,,
"G H Raisoni Institute of Engineering and Business Management, Jalgaon",https://ghrcemj.raisoni.net/,,
"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",gsmit.org,,
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",ghrcemp.raisoni.net,,
"G.M.Vedak Institute of Technology, Tala, Raigad.",gmvedak.org,,
GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,graminnanded.org.in,,
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",gsmozecoe.org,,
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",pgmozecoepune.in,,
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",ghardainstitute.org,,
"Godavari Foundation's Godavari College Of Engineering, Jalgaon",gfgcoe.ac.in,,
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",ges-coengg.org,,
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara",mietbhandara.ac.in,,
"Government College of Engineering & Research, Avasari Khurd",gcoeara.ac.in,,
"Government College of Engineering, Amravati",gcoea.ac.in,,
"Government College of Engineering, Aurangabad",geca.ac.in,,
"Government College of Engineering, Chandrapur",gcoec.ac.in,,
"Government College of Engineering, Jalgaon",gcoej.ac.in,,
"Government College of Engineering, Karad",gcekarad.ac.in,,
"Government College of Engineering, Kolhapur",gcoekolhapur.ac.in,,
"Government College of Engineering, Nagpur",gcoen.ac.in,,
"Government College of Engineering, Ratnagiri",gcoer.ac.in,,
"Government College of Engineering,Yavatmal",gcoey.ac.in,,
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",engg.ggsf.edu.in,,
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",gnitedu.in,,
"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",gnitedu.com,,
"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar",theemcoe.org,,
"Hi-Tech Institute of Technology, Aurangabad",hitechengg.edu.in,,
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",ssgbedu.org,,
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",sanjeevan.edu.in,,
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",parikramaedu.org,,
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",famt.ac.in,,
ISBM College Of Engineering Pune,isbmcoe.org,,
"Ideal Institute of Technology, Wada, Dist.Thane",idealengg.com,,
"Indala College Of Engineering, Bapsai Tal.Kalyan",indalacoe.com,,
"Indira College of Engineering & Management, Pune",indiraicem.ac.in,,
"Institute of Chemical Technology, Matunga, Mumbai",ictmumbai.edu.in,,
"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",ictmumbai.edu.in,,
International Centre Of Excellence In Engineering and Management (ICEEM),iceem.in,,
"International Institute of Information Technology (I²IT), Pune.",isquareit.edu.in,,
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",agnihotri.edu.in,,
"JSPM Narhe Technical Campus, Pune.",jspmntc.edu.in,,
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",jspmjscoe.edu.in,,
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",sndcoe.ac.in,,
"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",jagdambha.org,,
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)",agnihotri.edu.in,,
"Jaidev Education Society, J D College of Engineering and Management, Nagpur",jdcoem.ac.in,,
"Jaihind College Of Engineering,Kuran",jaihindengg.com,,
"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",jamiaengg.edu.in,,
"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",bncoepusad.ac.in,,
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",acpce.org,,
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",jesitmr.org,,
"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",jdiet.ac.in,,
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",jspmbsiotr.edu.in,,
"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",jaywantcoep.org,,
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",jspmrscoe.edu.in,,
K J Somaiya Institute of Technology,kjsit.somaiya.edu.in,,
"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",ritindia.edu,,
"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",kjsieitrinity.com,,
"K. K. Wagh Institute of Engineering Education and Research, Nashik",kkwagh.edu.in,,
"K.D.K. College of Engineering, Nagpur",kdkce.edu.in,,
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",vitnagpur.in,,
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",kjcoemr.edu.in,,
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",kvnnaikengg.edu.in,,
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",tae.edu.in,,
"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",brigce.org,,
"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",bmit.edu.in,,
"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",sapkalknowledgehub.org,,
"Karanjekar College of Engineering & Management, Sakoli",kcemsakoli.org,,
Karmayogi Institute of Technology,kitp.ac.in,,
"Kavi Kulguru Institute of Technology & Science, Ramtek",kkits.ac.in,,
"Keystone School of Engineering, Pune",keystone.edu.in,,
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",kcescoem.ac.in,,
"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",kitcoek.in,,
"Konkan Gyanpeeth College of Engineering, Karjat",kgce.edu.in,,
"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",sarit.org,,
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",bitb.edu.in,,
"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",nbchiet.ac.in,,
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",vivacollege.org,,
"Laxminarayan Institute of Technology, Nagpur",litnagpur.in,,
"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat",gvaiet.org,,
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",ltce.in,,
"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur",priyadarshanicoengg.com,,
"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur",priyadarshinijlce.com,,
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",adarshvita.com,,
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",sscet.org,,
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",mgmcoet.com,,
"M.S. Bidve Engineering College, Latur",msbidveengg.org,,
"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",mitcorer.edu.in,,
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",https://metbhujbalknowledgecity.ac.in/,,
"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",metbhujbalknowledgecity.ac.in/metpoly,,
"MIT Academy of Engineering,Alandi, Pune",mitaoe.ac.in,,
"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",cumminscollege.org,,
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",coea.ac.in,,
"Mahatma Education Society's Pillai College of Engineering, New Panvel",pce.ac.in,,
"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",phcet.ac.in,,
"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",mgmcen.org,,
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",sakec.ac.in,,
"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur",nietm.in,,
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",manavengineering.mkct.org.in,,
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",www.rgit.ac.in,,
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",www.kbtcoe.org,,
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",www.mmcoe.edu.in,,
"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",www.mmit.edu.in,,
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",www.ssietms.org,,
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",www.matoshriengineering.in,,
"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",www.matoshripratishan.org,,
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",www.msscetjalna.org,,
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",www.mmantc.edu.in,,
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",www.mgicoet.ac.in,,
"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",www.mitm.ac.in,,
"Modern Education Society's College of Engineering, Pune",www.mescoepune.org,,
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",www.sinhgad.edu,,
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",www.dmce.ac.in,,
"NBN Sinhgad Technical Institutes Campus, Pune",www.nbnsit.com,,
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",www.gangamaiengg.org,,
"Nagnathappa Halge Engineering College, Parli, Beed",www.nhecparli.in,,
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",www.nmcoe.org,,
Navsahyadri Education Society's Group of Institutions,www.nescoe.org,,
"New Horizon Institute of Technology & Management, Thane",www.newhorizonindia.edu,,
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",www.ncerpune.in,,
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",www.nmiet.edu.in,,
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",www.prpote.com,,
"P.G. College of Engineering & Technology, Nandurbar",www.pgcoet.com,,
"P.K. Technical Campus, Pune.",www.pktechnicalcampus.com,,
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",www.psgvpasc.ac.in,,
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",www.pvgcoenashik.org,,
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",www.vbkolteengg.com,,
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",www.anuradhaengg.org,,
"Peoples Education Society's College of Engineering, Aurangabad",www.pescoe.ac.in,,
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,www.pescoepune.org,,
"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",www.pccoer.com,,
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",www.pccoepune.com,,
"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",www.orchidengg.ac.in,,
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",www.pravaraengg.org.in,,
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",www.svitnashik.in,,
"Priyadarshini Bhagwati College of Engineering, Harpur Nagar, Umred Road,Nagpur",pbcoe.edu.in,,
"Prof Ram Meghe College of Engineering and Management, Badnera",prmceam.ac.in,,
"Prof. Ram Meghe Institute of Technology & Research, Amravati",mitra.ac.in,,
"Progressive Education Society's Modern College of Engineering, Pune",moderncoe.edu.in,,
"Pune District Education Association's College of Engineering, Pune",pdeacoem.org,,
"Pune Institute of Computer Technology, Dhankavdi, Pune",pict.edu,,
"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",pvgcoet.ac.in,,
"R. C. Patel Institute of Technology, Shirpur",rcpit.ac.in,,
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",rvparankar.in,,
Rajendra Mane College of Engineering & Technology Ambav Deorukh,rmcet.com,,
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",rajgad.edu.in,,
Rajiv Gandhi College of Engineering Research & Technology Chandrapur,rcert.ac.in,,
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",rgcoe.org,,
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",rmdstic.sinhgad.edu,,
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",kbpcoes.edu.in,,
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",rcoe.edu.in,,
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",sknscoe.ac.in,,
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",siesgst.edu.in,,
"S.S.P.M.'s College of Engineering, Kankavli",sspmcoe.ac.in,,
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",sknsits.ac.in,,
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)",sanjivani.org.in,,
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",stvincentngp.edu.in,,
"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",sandipani.edu.in,,
"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",smsmpitr.edu.in,,
